user_id,skill_name,opportunity,attempt_count,ms_first_response,overlap_time,hint_count,correct
96241,Area Irregular Figure,2,1,168185,168193,0,0
78557,Area Rectangle,115,1,13784,13784,0,1
78991,Ordering Fractions,8,1,20997,20997,0,1
77118,Exponents,61,1,4149,4149,0,1
78546,Area Triangle,28,1,77843,77843,0,1
80021,Write Linear Equation from Graph,3,2,22416,22416,0,1
78535,Area Triangle,1,0,0,0,0,1
70727,"Order of Operations +,-,/,* () positive reals",15,1,34133,34133,0,1
96279,Area Trapezoid,8,1,7077,7077,0,1
70733,Ordering Real Numbers,7,1,9256,9256,0,1
78539,Volume Rectangular Prism,126,2,21402,28691,0,0
87865,Scientific Notation,12,1,5172,5172,0,1
72378,Square Root,16,1,20274,20274,0,1
78455,Ordering Positive Decimals,2,1,6024,6024,0,1
92250,"Angles - Obtuse, Acute, and Right",488,1,3757,3757,0,1
78981,Stem and Leaf Plot,3,1,325414,325464,0,0
86552,Write Linear Equation from Graph,141,1,20876,20876,0,1
78766,Volume Cylinder,17,2,1,69172,0,0
70727,Multiplication and Division Integers,1,1,15578,15578,0,1
78789,Addition and Subtraction Positive Decimals,10,1,13500,13500,0,1
79020,Counting Methods,10,1,19375,19422,0,0
78587,Venn Diagram,54,3,1,53737,2,0
85197,Multiplication Fractions,1,3,485316,613582,4,0
86341,Write Linear Equation from Graph,15,2,9529,17248,2,0
78539,Volume Cylinder,395,1,36904,36904,0,1
78455,Probability of a Single Event,3,1,29839,29839,0,1
78492,Greatest Common Factor,30,1,74583,74583,0,1
78571,Percent Of,9,2,275156,396469,1,0
78586,Area Rectangle,29,2,42672,125266,2,0
78543,Area Triangle,32,1,33245,33245,0,1
70729,Write Linear Equation from Situation,2,1,83116,83116,0,1
78956,Circle Graph,18,2,13360,22797,2,0
80229,Conversion of Fraction Decimals Percents,3,1,41783,41783,0,1
78577,Area Rectangle,78,0,0,0,0,1
77118,Addition and Subtraction Integers,2301,1,4368,4368,0,1
84075,Equation Solving Two or Fewer Steps,5,4,41521,56215,0,0
78919,Equation Solving Two or Fewer Steps,86,1,9407,9407,0,1
78901,Area Trapezoid,53,1,96447,96447,0,1
79017,Division Fractions,8,1,67935,67935,0,1
78582,Percent Of,113,1,54961,54961,0,1
78492,Volume Cylinder,43,2,245959,300772,3,0
78846,Conversion of Fraction Decimals Percents,20,1,8844,8844,0,1
74698,Addition and Subtraction Positive Decimals,7,1,27219,27219,0,1
78385,Multiplication Fractions,1,1,84282,84282,0,1
80174,Order of Operations All,1,2,186255,382765,1,0
83925,Number Line,5,2,1873,3015,0,0
79024,Equation Solving Two or Fewer Steps,17,4,78578,110547,3,0
84572,Addition and Subtraction Integers,34,4,9557,24483,0,0
85725,Stem and Leaf Plot,3,3,139176,162455,0,0
78969,Division Fractions,1,1,38922,62297,5,0
78918,Table,20,1,27737,27737,0,1
79026,Probability of Two Distinct Events,31,1,18933,18933,0,1
96271,Probability of Two Distinct Events,25,1,22691,39030,4,0
78972,Pythagorean Theorem,32,1,19698,19698,0,1
78447,Conversion of Fraction Decimals Percents,61,1,47466,47466,0,1
79024,Multiplication Fractions,4,7,131639,1025230,3,0
82438,Box and Whisker,14,1,14568,14568,0,1
79068,Absolute Value,2,2,3231,12120,0,0
96241,Area Trapezoid,23,1,280500,280500,0,1
78977,Pattern Finding ,3,1,98594,98594,0,1
78562,Equation Solving More Than Two Steps,4,1,182157,223625,1,0
78542,Percent Of,79,1,46325,46325,0,1
79687,Addition and Subtraction Integers,3,1,7443,7443,0,1
79011,Circle Graph,17,1,149613,155947,2,0
96228,Counting Methods,7,1,26975,26975,0,1
78560,Volume Rectangular Prism,15,1,54474,54474,0,1
74698,"Order of Operations +,-,/,* () positive reals",3,1,5750,5750,0,1
78514,Percent Of,38,1,67932,67932,0,1
78990,Mean,9,1,67528,67528,0,1
78673,Addition Whole Numbers,41,1,12767,12767,0,1
86511,Conversion of Fraction Decimals Percents,44,1,41437,41437,0,1
78452,Pattern Finding ,1,1,333598,333598,0,1
78493,Percent Of,25,1,71064,71064,0,1
96222,Percent Of,9,1,309048,309048,0,1
78577,Venn Diagram,64,0,1,1,0,1
79740,Probability of Two Distinct Events,4,1,121111,121111,0,1
90216,Multiplication and Division Integers,2,1,11124,11124,0,1
85550,Equation Solving More Than Two Steps,1,1,12469,12490,0,0
78449,Equation Solving Two or Fewer Steps,46,1,17734,17734,0,1
78536,Venn Diagram,74,1,91229,91229,0,1
78178,Square Root,4,1,3432,3432,0,1
78561,Area Rectangle,84,1,15517,15517,0,1
78540,Volume Rectangular Prism,166,1,152004,152004,0,1
71831,Table,20,1,174807,174807,0,1
79742,Ordering Real Numbers,1,1,41683,41683,0,1
79739,Square Root,1,1,37687,37687,0,1
79769,Percent Of,6,1,32284,32284,0,1
78561,Volume Cylinder,104,2,100247,107878,3,0
88173,Addition and Subtraction Positive Decimals,4,1,10323,10323,0,1
79483,Addition Whole Numbers,3,1,8169,8243,0,0
88481,Equation Solving Two or Fewer Steps,2,5,23699,64116,3,0
70728,Divisibility Rules,4,1,7806,7806,0,1
78518,Volume Cylinder,63,1,226246,226246,0,1
86666,Addition and Subtraction Integers,16,1,6994,6994,0,1
96289,Percent Of,7,1,21528,21528,0,1
86554,Area Trapezoid,31,2,4562,7265,0,0
96217,Equation Solving Two or Fewer Steps,9,1,15047,15047,0,1
96269,Ordering Integers,2,1,443578,443578,0,1
78167,Solving Inequalities,6,1,453766,453766,0,1
96265,Subtraction Whole Numbers,23,1,37721,37721,0,1
77118,Multiplication and Division Integers,1109,2,3417,8378,0,0
91322,Addition and Subtraction Integers,1,1,8265,8265,0,1
96277,Effect of Changing Dimensions of a Shape Prportionally,3,1,7997,7997,0,1
88152,Multiplication and Division Positive Decimals,1,2,10777,61058,4,0
78902,Venn Diagram,142,0,1,1,0,1
79014,Proportion,22,3,2347,5371,0,0
78536,Volume Rectangular Prism,310,1,50415,50415,0,1
70740,Addition and Subtraction Integers,9,3,4906,25938,0,0
79776,Percent Of,18,1,16411,16443,0,0
79013,Subtraction Whole Numbers,29,1,80701,80701,0,1
70740,Percent Of,4,4,23693,61539,4,0
78548,Percent Of,45,1,150912,150912,0,1
85045,Conversion of Fraction Decimals Percents,16,1,2071,9425,3,0
78910,Stem and Leaf Plot,11,1,589706,589706,0,1
78514,Percent Of,39,1,67932,67932,0,1
96227,Equivalent Fractions,13,6,82531,172078,3,0
78524,Percent Of,2,1,84741,84741,0,1
78514,Greatest Common Factor,27,0,1,1,0,1
70756,"Order of Operations +,-,/,* () positive reals",5,1,6193,6193,0,1
96211,Percent Of,13,1,15087,15087,0,1
78571,Percent Of,143,1,36203,102953,1,0
78903,Equation Solving Two or Fewer Steps,64,1,3537,3537,0,1
78503,Area Trapezoid,13,1,54171,54171,0,1
96253,Surface Area Cylinder,1,1,10141,122095,1,0
78583,Volume Rectangular Prism,83,1,30894,30894,0,1
86552,Write Linear Equation from Graph,160,3,7813,36455,3,0
82048,Conversion of Fraction Decimals Percents,5,18,38300,62301,1,0
92245,Addition and Subtraction Integers,323,1,11766,11766,0,1
79013,Area Trapezoid,26,1,75535,75535,0,1
92251,Conversion of Fraction Decimals Percents,394,1,5994,5994,0,1
72059,Equivalent Fractions,1,1,30608,30608,0,1
78818,Circle Graph,1,1,212421,212421,0,1
96266,Conversion of Fraction Decimals Percents,1,4,31559,63274,4,0
96283,Proportion,12,2,6158,10795,0,0
79058,Probability of a Single Event,7,1,15000,15000,0,1
84455,Multiplication and Division Integers,5,1,9933,10011,0,0
96290,Circle Graph,4,1,29907,29907,0,1
79682,Divisibility Rules,4,1,43757,43757,0,1
70688,Addition Whole Numbers,7,1,19475,19475,0,1
78544,Venn Diagram,179,1,42698,42698,0,1
79681,Table,19,1,93320,93324,0,0
78543,Volume Rectangular Prism,12,0,1,1,0,1
78544,Greatest Common Factor,116,1,94650,94650,0,1
84104,Equation Solving More Than Two Steps,1,1,312592,312609,0,0
79740,Mode,1,0,93616,93616,0,0
73962,Multiplication and Division Integers,29,1,15230,15354,0,0
79075,Box and Whisker,1,1,7504,7504,0,1
86310,Median,3,1,145438,145438,0,1
79014,Addition and Subtraction Integers,5,1,20182,20182,0,1
77899,Multiplication and Division Integers,559,1,3260,3260,0,1
79220,Finding Percents,30,1,71907,72000,0,0
70874,Square Root,6,2,16159,17855,0,0
78561,Percent Of,153,2,71767,86933,4,0
78890,Percent Of,2,1,10312,20797,2,0
78561,Area Trapezoid,71,2,86457,94616,3,0
79264,Area Circle,4,1,11806,11806,0,1
78523,Greatest Common Factor,47,1,24415,24415,0,1
78984,Multiplication and Division Positive Decimals,6,1,50154,50154,0,1
78591,Area Triangle,10,1,25789,25789,0,1
75361,Volume Rectangular Prism,1,1,3966,10239,1,0
96245,Circle Graph,4,1,27174,27174,0,1
78569,Volume Rectangular Prism,129,1,60226,60226,0,1
83277,Equation Solving Two or Fewer Steps,23,0,104652,104652,0,0
78559,Volume Cylinder,20,0,15,15,0,1
92247,Angles on Parallel Lines Cut by a Transversal,66,1,6039,6039,0,1
78897,Conversion of Fraction Decimals Percents,2,1,2111,11351,4,0
86554,Area Trapezoid,11,1,29203,29203,0,1
78560,Percent Of,37,1,71364,71364,0,1
70704,Estimation,1,1,17719,17719,0,1
78514,Percent Of,317,1,110985,110985,0,1
78534,Volume Cylinder,36,0,1,1,0,1
78910,Addition Whole Numbers,3,2,7024,34700,0,0
79319,Circumference ,2,1,16692,16692,0,1
77965,Equivalent Fractions,4,3,48754,201748,1,0
78541,Percent Of,177,1,72596,72596,0,1
81083,Addition and Subtraction Integers,78,1,3584,3584,0,1
82616,Equation Solving Two or Fewer Steps,7,1,38030,65356,3,0
70692,Addition and Subtraction Fractions,2,1,23937,23937,0,1
87038,Addition and Subtraction Integers,19,1,6888,6888,0,1
78585,Area Rectangle,10,1,31552,31552,0,1
78553,Volume Cylinder,52,0,0,0,0,1
78565,Area Parallelogram,65,1,25051,25051,0,1
78564,Greatest Common Factor,56,1,26190,26190,0,1
78523,Area Trapezoid,163,2,55725,69611,3,0
85714,Multiplication and Division Positive Decimals,4,2,11906,15297,0,0
78559,Venn Diagram,10,1,60194,60194,0,1
78215,Equation Solving Two or Fewer Steps,12,1,17181,24783,3,0
81457,Square Root,8,1,18259,18259,0,1
78030,Equation Solving Two or Fewer Steps,25,1,3125,3125,0,1
78764,Volume Cylinder,27,2,174001,205980,3,0
96223,Equation Solving Two or Fewer Steps,57,1,30331,30331,0,1
78566,Volume Cylinder,61,2,162735,201324,3,0
78846,Conversion of Fraction Decimals Percents,13,8,21985,224773,5,0
90819,Multiplication and Division Integers,1,1,55090,55099,0,0
96274,Surface Area Rectangular Prism,4,3,38891,63531,6,0
87121,Addition and Subtraction Fractions,3,3,38163,72374,0,0
84563,Equation Solving More Than Two Steps,37,1,27307,27307,0,1
79054,Number Line,2,1,6117,6117,0,1
78519,Area Parallelogram,8,1,18338,18338,0,1
78583,Venn Diagram,13,1,14789,14789,0,1
79217,Table,14,1,6603,6603,0,1
83201,Addition and Subtraction Fractions,14,5,40058,79990,4,0
78503,Venn Diagram,10,1,64443,64443,0,1
96289,Equation Solving Two or Fewer Steps,14,1,66538,66538,0,1
76998,Area Circle,6,1,17063,17063,0,1
96234,Ordering Fractions,2,1,18911,18962,0,0
84328,Addition and Subtraction Integers,24,1,12015,12015,0,1
79319,Scientific Notation,8,1,19563,19563,0,1
79766,Circle Graph,1,1,45490,45490,0,1
84742,Finding Percents,3,3,44898,63800,3,0
79021,Median,24,1,13051,13051,0,1
78992,Probability of a Single Event,16,1,10969,10969,0,1
70707,Finding Percents,12,1,15377,15377,0,1
79032,Addition and Subtraction Integers,8,1,22453,22453,0,1
87144,Addition and Subtraction Fractions,15,1,51059,51059,0,1
96245,Area Trapezoid,6,1,47138,47220,0,0
78543,Volume Rectangular Prism,2,0,1,1,0,1
89208,Absolute Value,1,0,10371,10371,0,0
96282,Pythagorean Theorem,27,1,7408,7408,0,1
78518,Area Rectangle,120,0,1,1,0,1
79016,Ordering Fractions,1,1,10972,10972,0,1
79062,Equation Solving More Than Two Steps,23,1,28994,28994,0,1
83248,Addition and Subtraction Integers,10,2,9584,12365,0,0
79027,Pythagorean Theorem,20,1,35184,35184,0,1
92246,Conversion of Fraction Decimals Percents,455,2,6254,8214,0,0
92250,Addition and Subtraction Integers,913,1,9160,9160,0,1
92249,Finding Slope From Equation,191,2,2,14593,3,0
78559,Area Triangle,65,1,42002,42002,0,1
70729,Square Root,17,1,30568,71538,4,0
78532,Volume Cylinder,67,1,140097,140097,0,1
78414,Addition Whole Numbers,17,1,11344,11344,0,1
78804,Ordering Positive Decimals,6,1,15562,15562,0,1
96228,Histogram as Table or Graph,8,1,33378,33378,0,1
79611,Ordering Fractions,4,1,12344,12344,0,1
79773,Median,6,1,3234,38234,3,0
77962,Conversion of Fraction Decimals Percents,21,1,4906,4906,0,1
78903,Absolute Value,8,1,3560,3560,0,1
78899,Percent Of,110,1,76700,76700,0,1
87410,Addition and Subtraction Integers,5,1,10720,10720,0,1
79016,Equation Solving Two or Fewer Steps,21,1,13150,13150,0,1
78513,Greatest Common Factor,7,1,41262,41262,0,1
81541,Addition Whole Numbers,1,1,6002,6014,0,0
79663,Estimation,8,1,6453,6453,0,1
88153,Division Fractions,2,1,161336,161336,0,1
77899,Addition and Subtraction Integers,668,1,5085,5085,0,1
79615,Calculations with Similar Figures,5,1,30124,30124,0,1
85026,Rounding,1,1,9251,9251,0,1
78673,Addition and Subtraction Integers,7,1,6406,6406,0,1
92246,Conversion of Fraction Decimals Percents,501,3,5713,8497,0,0
96271,Ordering Positive Decimals,10,1,11106,11106,0,1
96223,Number Line,1,1,364078,364078,0,1
78987,Subtraction Whole Numbers,2,1,186628,186628,0,1
79616,Addition and Subtraction Fractions,1,1,46917,46917,0,1
83240,Addition and Subtraction Integers,32,5,13077,32557,0,0
78976,Scatter Plot,6,1,13495,13495,0,1
78528,Area Trapezoid,94,0,16,16,0,1
78515,Volume Cylinder,34,1,142412,142412,0,1
92245,Addition and Subtraction Integers,67,1,25178,25178,0,1
78971,Equation Solving More Than Two Steps,28,1,79037,79037,0,1
78546,Venn Diagram,164,1,58415,58415,0,1
92249,Addition and Subtraction Integers,9,1,5434,5434,0,1
78514,Volume Rectangular Prism,183,1,51495,51495,0,1
78984,Venn Diagram,12,1,49656,49656,0,1
78503,Percent Of,110,1,261080,261080,0,1
78545,Venn Diagram,140,1,28286,28286,0,1
78545,Percent Of,120,1,65621,65621,0,1
79548,Counting Methods,24,1,11651,11651,0,1
96293,Venn Diagram,2,1,19437,19437,0,1
77118,Multiplication and Division Integers,1424,1,4384,4384,0,1
78557,Volume Cylinder,175,1,67475,67475,0,1
96267,Table,26,1,16177,16177,0,1
78522,Greatest Common Factor,29,0,1,1,0,1
78495,Area Triangle,54,1,20613,20613,0,1
79014,Scatter Plot,7,1,14553,14553,0,1
96293,Scatter Plot,2,2,8672,15875,0,0
78874,Volume Rectangular Prism,139,1,34214,34214,0,1
78550,Volume Rectangular Prism,17,1,27928,27928,0,1
78515,Volume Rectangular Prism,8,1,49530,49530,0,1
87874,Conversion of Fraction Decimals Percents,2,1,26677,26677,0,1
91973,Ordering Fractions,3,1,14320,14320,0,1
90185,Addition and Subtraction Integers,1,1,19440,19440,0,1
88744,Addition and Subtraction Integers,37,0,1,1,0,1
78547,Venn Diagram,66,1,19342,19342,0,1
78522,Volume Rectangular Prism,59,1,23531,23531,0,1
78985,Range,14,1,6931,6931,0,1
88202,Absolute Value,2,1,4721,4721,0,1
78551,Greatest Common Factor,12,1,158881,158881,0,1
83248,Finding Percents,3,0,2227,2227,0,0
89052,Conversion of Fraction Decimals Percents,4,1,3723,3723,0,1
78531,Venn Diagram,203,1,24451,24451,0,1
86338,Range,2,1,24297,24297,0,1
64525,Addition Whole Numbers,9,1,5016,5016,0,1
79031,Effect of Changing Dimensions of a Shape Prportionally,4,1,7042,7042,0,1
79026,Angles on Parallel Lines Cut by a Transversal,1,1,7723,7723,0,1
78569,Area Rectangle,23,1,75858,75858,0,1
70363,Proportion,8,1,6360,6360,0,1
78980,Box and Whisker,8,2,23628,44094,3,0
78498,Area Triangle,2,1,17937,17937,0,1
78573,Area Rectangle,152,1,19067,19067,0,1
90194,Multiplication Fractions,3,2,15965,38516,0,0
71740,Subtraction Whole Numbers,6,1,14948,14948,0,1
82163,Equation Solving Two or Fewer Steps,12,1,17545,17545,0,1
78575,Volume Cylinder,14,1,132233,132233,0,1
83477,Multiplication and Division Integers,28,2,132056,133978,0,0
78875,Venn Diagram,150,2,53005,60800,2,0
96259,Pythagorean Theorem,28,1,142866,142866,0,1
85380,Addition and Subtraction Integers,1,2,5016,23694,0,0
92250,Addition and Subtraction Integers,997,2,1,88945,0,0
77118,Multiplication and Division Integers,1303,1,4384,4384,0,1
85691,Finding Percents,8,1,37625,37672,0,0
80807,Translations,5,1,107954,107954,0,1
77118,Addition and Subtraction Integers,2612,1,3869,3869,0,1
70702,Multiplication Fractions,9,2,6569,23399,0,0
81578,Box and Whisker,13,3,16641,32688,0,0
78903,Probability of Two Distinct Events,24,0,25453,25453,0,0
96255,Box and Whisker,7,1,19449,19449,0,1
53167,Ordering Integers,2,1,9624,9624,0,1
78985,Area Trapezoid,35,1,3100,3100,0,1
78566,Volume Cylinder,84,2,162735,201324,3,0
96287,Pattern Finding ,6,1,27136,27136,0,1
78555,Volume Cylinder,135,1,54856,54856,0,1
80235,Circle Graph,39,3,43859,96141,3,0
78981,Equation Solving Two or Fewer Steps,64,1,61032,61032,0,1
78561,Volume Cylinder,125,2,100247,107878,3,0
96284,Probability of a Single Event,16,1,40437,40437,0,1
86368,Mean,3,6,82384,305690,0,0
78905,Unit Rate,1,1,350593,350672,0,0
88186,Absolute Value,2,1,15377,15385,0,0
88690,Perimeter of a Polygon,2,3,9656,15247,0,0
79777,Square Root,20,1,15890,15890,0,1
79683,Proportion,8,1,9394,9394,0,1
96267,Equation Solving More Than Two Steps,7,1,36104,36104,0,1
96245,Conversion of Fraction Decimals Percents,2,1,16792,16792,0,1
79033,Counting Methods,14,1,235100,235129,0,0
78499,Area Rectangle,140,1,19297,19297,0,1
78556,Area Rectangle,36,0,1,1,0,1
79688,Exponents,14,1,3295,3295,0,1
78167,Rounding,1,1,45617,92346,4,0
96227,Addition and Subtraction Integers,2,1,5077,5077,0,1
78981,Addition and Subtraction Positive Decimals,6,1,30630,30630,0,1
78424,Equation Solving Two or Fewer Steps,3,1,335926,335926,0,1
92246,Addition and Subtraction Integers,1493,1,5983,5983,0,1
83129,Square Root,13,1,12610,12610,0,1
79661,Scientific Notation,6,1,13603,13603,0,1
96213,Calculations with Similar Figures,8,1,12288,12288,0,1
85698,Probability of Two Distinct Events,37,1,10953,10953,0,1
78418,Equation Solving Two or Fewer Steps,41,2,13902,17862,0,0
83639,Least Common Multiple,9,1,7655,7655,0,1
86554,Order of Operations All,6,1,21750,21750,0,1
96244,Area Parallelogram,1,1,30065,30065,0,1
78593,Percent Of,56,1,128629,128629,0,1
78915,Range,14,1,8984,8984,0,1
92246,Addition and Subtraction Integers,867,1,3062,9509,3,0
96259,Volume Cylinder,1,1,98294,98294,0,1
96292,Ordering Positive Decimals,1,1,39950,39950,0,1
78556,Volume Rectangular Prism,324,1,25735,25735,0,1
92246,Angles on Parallel Lines Cut by a Transversal,131,1,119234,119234,0,1
84141,Mean,2,1,90582,90582,0,1
79019,Histogram as Table or Graph,2,1,20891,20891,0,1
79741,Proportion,4,1,21328,21328,0,1
77899,Addition and Subtraction Integers,584,1,2137,2137,0,1
53167,Addition and Subtraction Positive Decimals,1,1,33032,33110,0,0
78524,Area Rectangle,52,1,67893,67893,0,1
78568,Area Rectangle,204,1,91114,91114,0,1
78557,Area Rectangle,65,1,11079,11079,0,1
96239,Equation Solving Two or Fewer Steps,10,1,27164,27164,0,1
78562,Percent Of,54,1,73879,73879,0,1
78564,Percent Of,133,0,0,0,0,1
96287,Probability of a Single Event,10,3,36410,79468,0,0
71221,Stem and Leaf Plot,2,1,12361,12361,0,1
79016,Equation Solving More Than Two Steps,12,1,25568,25568,0,1
78564,Volume Rectangular Prism,59,1,71467,71467,0,1
78501,Volume Rectangular Prism,144,1,79646,79646,0,1
96294,Histogram as Table or Graph,3,2,24995,39579,0,0
78411,Conversion of Fraction Decimals Percents,18,1,11569,11569,0,1
88821,Ordering Integers,4,1,6722,6722,0,1
78541,Area Trapezoid,71,2,148316,272579,3,0
78588,Greatest Common Factor,107,2,28678,30375,0,0
85293,Proportion,6,1,8332,8332,0,1
96274,Pythagorean Theorem,26,1,34234,34234,0,1
84119,Equation Solving Two or Fewer Steps,22,2,4453,11328,0,0
78517,Volume Cylinder,32,1,121714,121714,0,1
78284,Equation Solving Two or Fewer Steps,15,2,6027,12777,0,0
84793,Ordering Real Numbers,18,1,25392,25392,0,1
79022,Median,3,1,73685,73685,0,1
86349,Range,1,1,31052,31052,0,1
81442,Finding Percents,8,0,3422,3422,0,0
79681,Table,7,1,4688,4688,0,1
83307,Addition and Subtraction Integers,30,2,9093,12133,0,0
79019,Effect of Changing Dimensions of a Shape Prportionally,2,1,57350,57350,0,1
88001,Multiplication and Division Integers,1,1,4010,4019,0,0
78514,Volume Rectangular Prism,2,1,48562,48562,0,1
78903,Order of Operations All,5,1,75987,75987,0,1
78385,Equation Solving Two or Fewer Steps,14,1,3248,3248,0,1
79797,Scientific Notation,3,11,29431,184901,2,0
80649,Circle Graph,1,2,73172,133953,1,0
90508,Probability of a Single Event,3,1,19563,19563,0,1
78514,Percent Of,263,2,127806,160808,0,0
78991,Table,1,1,91082,91082,0,1
92247,"Angles - Obtuse, Acute, and Right",92,1,3297,3297,0,1
83246,Ordering Positive Decimals,14,1,5448,5448,0,1
73962,Ordering Fractions,11,3,37486,56690,0,0
80182,Probability of Two Distinct Events,3,1,70484,70484,0,1
96254,Subtraction Whole Numbers,16,1,66889,66889,0,1
79026,Area Trapezoid,36,1,2395,2395,0,1
85725,Polynomial Factors,22,1,27928,27928,0,1
79620,Table,7,1,6187,6187,0,1
78458,Addition Whole Numbers,4,1,73273,73273,0,1
80647,Exponents,4,3,4874,136507,0,0
80647,Exponents,5,1,2822,2822,0,1
70729,Perimeter of a Polygon,4,1,14450,14450,0,1
79071,Subtraction Whole Numbers,2,1,20609,20609,0,1
79019,Equation Solving Two or Fewer Steps,19,1,128937,128937,0,1
78574,Area Rectangle,32,1,38931,38931,0,1
78923,Area Trapezoid,18,1,47171,47171,0,1
78163,Equation Solving Two or Fewer Steps,22,1,35825,35825,0,1
81909,Finding Percents,15,1,10591,10641,0,0
81648,Finding Percents,6,1,39091,39091,0,1
78565,Percent Of,133,1,73446,73446,0,1
96293,Addition and Subtraction Positive Decimals,8,1,25168,25168,0,1
96232,Circle Graph,11,1,34453,34453,0,1
78763,Volume Cylinder,131,59,90279,256629,3,0
78524,Percent Of,30,1,84741,84741,0,1
89675,Addition and Subtraction Integers,22,1,6108,6108,0,1
79493,Division Fractions,3,1,37865,37865,0,1
